lat,lon,time,brightness
-33.921242195372336,18.422746371926642,339.0,34.9279729697145
-33.92123187888185,18.422755058306542,340.0,34.528439971547066
-33.92122131847568,18.42276287120467,341.0,37.151230951003086
-33.92121083486502,18.422771736446904,342.0,39.30867205584491
-33.92120071369326,18.4227791040847,343.0,43.4241763117284
-33.921190656641414,18.422785630531877,344.0,44.7951318359375
-33.921180218151164,18.42279058437795,345.0,46.08261121961806
-33.92116783772854,18.42279406019663,346.0,44.897559618537805
-33.92115544761899,18.422798208635964,347.0,41.91724109037423
-33.92114245935086,18.422802944978862,348.0,40.31171362606096
-33.921129354190214,18.42280770735675,349.0,43.71752248505016
-33.92111684373831,18.422814230917524,350.0,40.52815809461806
-33.92110469534583,18.42282203090699,351.0,35.068278416763114
-33.92109414141089,18.42283213317404,352.0,32.422224995177466
-33.92108355869141,18.422842898720212,353.0,29.77488468123071
-33.92107368816405,18.422854730544078,354.0,27.987969654224536
-33.92106427376273,18.422867466921268,355.0,27.549411108699847
-33.92105503032853,18.42288063240501,356.0,29.997766746238423
-33.921045427460655,18.422891701853697,357.0,36.63073875144676
-33.921034979738664,18.422902759706275,358.0,37.76172526041667
-33.921025088861946,18.422915207152148,359.0,37.074161783854166
-33.92101516039048,18.422927451660286,360.0,37.58224169319059
-33.92100516830851,18.42293895749068,361.0,37.046424877025466
-33.92099512286977,18.42295022253821,362.0,37.23384651089892
-33.920985368146184,18.42296153854831,363.0,39.66321017795139
-33.92097536424723,18.422972808497743,364.0,40.62452178578318
-33.92096560486956,18.422984420349323,365.0,39.902267312885805
-33.92095661450584,18.422996865264356,366.0,36.4834007884838
-33.92094802447178,18.42300920700294,367.0,35.99935806086034
-33.920939593637854,18.423021512095136,368.0,38.47935474537037
-33.92093167668589,18.423034425135807,369.0,40.94959424430942
-33.92092384873193,18.423047462448757,370.0,41.10358838493441
-33.92091604094165,18.423060885988168,371.0,40.60048773871528
-33.92090807854738,18.423074467890455,372.0,40.24358940972222
-33.92090010413955,18.42308795900519,373.0,34.45327769338349
-33.92089256991292,18.423101638814458,374.0,34.52590157214506
-33.92088463433752,18.42311412584623,375.0,34.28146532600309
-33.920876657655796,18.42312634396554,376.0,32.87991452064043
-33.9208676534113,18.423137447712087,377.0,30.92101954330633
-33.92085874192316,18.42314826505645,378.0,30.296238787615746
-33.92084957534348,18.42315855571952,379.0,32.07243983892747
-33.92083987797378,18.423167632582512,380.0,31.02663640528549
-33.920830329276875,18.42317576632813,381.0,32.098027102623455
-33.920820921190284,18.423184396914365,382.0,33.168399522569445
-33.92081122595583,18.423192713381084,383.0,35.35413158275463
-33.92080152271369,18.423200158552078,384.0,37.21347282503858
-33.92079189766901,18.423207316582086,385.0,40.004003665123456
-33.92078167805775,18.423214374915826,386.0,43.54343111014661
-33.92077169765457,18.423221176097194,387.0,46.958028428819446
-33.920761759280126,18.42322817954194,388.0,45.00767204378858
-33.92075128123613,18.423235586706358,389.0,45.72498390480324
-33.92074040212905,18.42324301585599,390.0,48.59481475453318
-33.9207294165085,18.423250235285526,391.0,47.34222384982639
-33.92071796178667,18.423257212181593,392.0,44.40003912278164
-33.9207062912067,18.423264432880238,393.0,43.47437861689815
-33.92069465119347,18.423271928066924,394.0,42.48271285445602
-33.92068460988739,18.423282156864065,395.0,40.63460250289352
-33.92067759374627,18.423295895974142,396.0,41.0284928988233
-33.920671790993566,18.423310574259013,397.0,41.83479166666667
-33.92066519885262,18.42332492287452,398.0,41.618490849247685
-33.92065807533252,18.423338833042177,399.0,40.33778278115355
-33.92065032565708,18.423351938883297,400.0,39.23529453607253
-33.92064223266018,18.42336434833413,401.0,37.90213149836034
-33.92063360916617,18.423376065352247,402.0,34.42900679976852
-33.92062350157415,18.423386568986825,403.0,31.77238896122685
-33.92061216294458,18.42339598819276,404.0,31.53717544367284
-33.920600026002475,18.423404142150392,405.0,32.44666726948302
-33.92058720448735,18.423411820792406,406.0,28.7564835310571
-33.9205741167504,18.423419426047044,407.0,29.47706615306713
-33.920562041172595,18.423425850245067,408.0,30.98695746527778
-33.92055032210328,18.42343255597621,409.0,33.1533561800733
-33.92053851314572,18.423438405362756,410.0,33.81438922646605
-33.9205262404504,18.423442152255607,411.0,35.75139533902392
-33.92051388578042,18.4234477956648,412.0,36.509039894386575
-33.920501387202094,18.423453397817617,413.0,33.097943974247684
-33.92048904906761,18.42345952297304,414.0,31.81397979359568
-33.92047699542595,18.423466827644848,415.0,31.843264069733795
-33.92046543227382,18.423475635242312,416.0,30.38290665991512
-33.92045393631178,18.423485488432373,417.0,26.530138527199075
-33.92044323358384,18.42349578832075,418.0,24.952339952256946
-33.920432937152434,18.42350530908051,419.0,26.15967459972994
-33.920422290502955,18.423516298443655,420.0,29.425281093267746
-33.92041352674191,18.423527658775622,421.0,33.530353069540894
-33.92040305439426,18.423537319021396,422.0,35.23380684558256
-33.92039360534201,18.423548644887735,423.0,36.14878755545911
-33.92038558010072,18.42356248340998,424.0,38.67712185329861
-33.920380788551114,18.423579408108665,425.0,37.73377628279321
-33.920377891202286,18.42359815282307,426.0,39.8228360701196
-33.920377385147006,18.423616669877337,427.0,40.80336654851466
-33.92037815309241,18.423634589830154,428.0,42.31283492476852
-33.92037805931693,18.423652440095655,429.0,42.97553584346065
-33.92037712213606,18.423669230041757,430.0,43.14262381847994
-33.920374777294924,18.42368402859345,431.0,43.257871756848
-33.92037012741995,18.423697586334853,432.0,42.85496057581018
-33.92036410092613,18.423710798688784,433.0,42.921333068094135
-33.92035754657883,18.42372454123306,434.0,42.41817364728009
-33.92035041656298,18.423737940148275,435.0,42.77326009114584
-33.920342271444696,18.42375053512853,436.0,39.188313681520064
-33.920333148628785,18.423762476855867,437.0,38.06187765239198
-33.920323172302815,18.42377341220281,438.0,36.75307954764661
-33.92031218171487,18.423784334970765,439.0,36.278935727719904
-33.920302072088596,18.423796532728453,440.0,37.2651609519676
-33.920292085764935,18.42380941864321,441.0,37.26105836467978
-33.920283031231456,18.423823065515425,442.0,35.12817220052084
-33.9202735828891,18.42383680011001,443.0,35.06584020543981
